2891 0 0.61932
2799.22 0.144381 0.366007
2655.67 0.252304 0.355622
2512.12 0.341352 0.344905
2368.57 0.415413 0.334149
2225.02 0.477147 0.323716
2081.47 0.528423 0.314215
1937.92 0.570645 0.306107
1794.37 0.60488 0.299369
1650.82 0.631889 0.293623
1507.27 0.652129 0.288446
1363.72 0.66575 0.283877
1220.17 0.672708 0.281226
1076.62 0.673649 0.281171
933.075 0.668761 0.282409
789.525 0.658048 0.277189
645.975 0.641584 0.275087
502.425 0.621643 0.541539
450 0.613687 0.639385
410 0.605821 0.711074
375 0.595991 0.837217
358.875 0.589336 0.909189
325 0.570425 1.05862
300 0.551969 1.16591
275 0.52955 1.27021
250 0.503108 1.3726
215.325 0.459739 1.51224
200 0.438048 1.57398
175 0.399176 1.67715
150 0.355598 1.7846
125 0.306552 1.89499
100.5 0.252119 2.00579
71.775 0.183316 2.02817
50 0.129841 2.04489
0 8.78975e-10 2.08699
