31 0 2799.22 33 1 0
 -2.0553734e-07   0.0000000e+00
  6.9867026e-01   0.0000000e+00
  3.2151892e-01  -2.1011412e-01
  1.5172645e+00   0.0000000e+00
  6.6804180e-02  -1.4152172e-01
 -2.0990248e+00  -1.0006431e+00
 -9.6995712e-01   0.0000000e+00
  7.4051158e-01   2.0168698e-01
 -3.3394330e-02   8.2958192e-01
  3.8733120e-01   1.3338911e-01
  3.8564159e-02   0.0000000e+00
  2.3863171e-02  -1.5617060e-01
  3.7270944e-01  -4.5223298e-01
 -2.3253066e-01  -2.1353764e-01
 -2.6810522e-01   1.4181845e-01
  1.0790731e-01   0.0000000e+00
 -5.3163016e-01  -1.1827132e-01
 -2.3030881e-01   4.7478820e-02
 -1.5785067e-01  -3.2613289e-01
  1.4254798e-01   1.1144986e-01
  2.8496137e-01   8.5424319e-02
  1.3134995e-01   0.0000000e+00
  3.9558505e-02   4.5699672e-01
 -7.7811809e-02   2.4619114e-01
  8.0721087e-02   3.5395893e-01
 -6.6461938e-02   2.4610994e-01
  4.6697248e-02  -2.7844371e-01
  4.1012881e-02  -4.1024668e-02
  5.8199569e-02   0.0000000e+00
  1.2713911e-01  -1.8417675e-01
 -1.3509617e-01  -3.8453579e-02
 -2.1924246e-01   9.4498782e-02
 -9.5314725e-03   1.4673316e-01
  1.4250569e-01  -1.4300857e-01
 -4.7530347e-02   2.5500280e-01
  2.4963722e-01   3.8985852e-02
  4.2753226e-02   0.0000000e+00
 -7.0201828e-03  -8.2931649e-03
 -5.2615664e-02   1.2970157e-01
 -1.4471828e-01   4.5921536e-02
  7.1016193e-02   7.3608795e-02
 -1.0515858e-01   3.2518836e-02
 -1.9333254e-01   4.3113859e-02
 -2.5077178e-01  -1.6606571e-01
  3.0765711e-01   2.3211901e-01
 -1.0157210e-02   0.0000000e+00
  5.4474233e-02  -1.1943647e-01
  9.8529187e-02   1.0977919e-01
  5.1616961e-02   1.6098307e-02
 -2.4222007e-02   3.7984442e-02
  9.9788436e-02   1.8137434e-02
 -4.6753203e-02   3.6779405e-02
 -1.0004771e-02   4.1664623e-03
  2.3728961e-01   9.4467854e-02
 -2.9526193e-01  -1.7132520e-02
  2.9705041e-02   0.0000000e+00
 -2.1199794e-01   9.9301029e-02
 -4.0479169e-02   4.4714026e-02
  2.0123986e-01   5.7222884e-02
  7.3476548e-02   1.8388303e-01
 -1.4571353e-01  -6.0488353e-04
 -4.9923762e-02  -1.2612929e-01
 -3.1033490e-02  -2.0725655e-03
 -4.0994661e-02   4.2475329e-02
  5.9623306e-02   1.2541164e-02
 -1.9013759e-02   2.5715169e-02
 -2.6154967e-02   0.0000000e+00
 -2.0514186e-02   4.6444350e-02
  6.2944616e-02   8.1501829e-02
  1.1741353e-03   2.9916711e-02
 -1.0987275e-02  -3.2952657e-02
  1.8601868e-03  -3.6311755e-02
  4.8242605e-02   1.8792478e-01
 -8.8960553e-02   2.5250410e-02
 -1.7082403e-02   5.4752699e-02
  9.4473420e-03   1.0697366e-02
  1.1006704e-01   1.1084243e-01
  4.8255089e-03  -7.2666173e-02
 -1.0067824e-01   0.0000000e+00
  3.0040385e-02   7.0520777e-02
  2.9004287e-02  -1.2402507e-02
  2.9731113e-02   2.3281691e-04
 -2.4951785e-02  -4.4401364e-02
 -2.1657135e-02  -1.2146361e-01
 -1.3183494e-01   1.1346681e-01
 -2.9727816e-02   7.9543895e-02
 -1.1252285e-02  -1.4866347e-02
  3.7953828e-02  -8.2542910e-03
  1.0939161e-01  -8.6920326e-03
 -2.2133000e-02  -9.2455690e-02
  1.0361144e-01   3.6196611e-02
