> XY_LONLAT
37.610594 11.954115
37.610054 12.049100
37.672087 12.139331
37.676441 12.235899
37.744670 12.324499
37.741627 12.421136
37.773279 12.467089
37.837025 12.467453
37.904006 12.562713
38.241310 12.562987
38.440828 12.840442
39.380416 12.844300
39.447290 12.939575
39.580982 12.937040
39.649128 13.034103
39.711663 13.034478
39.843056 13.213246
39.911678 13.216992
39.973708 13.314022
40.056780 13.360296
40.094500 13.409741
40.139718 13.640542
40.186066 13.684929
>
-37.969037 -25.075744
-37.938488 -25.120023
-37.868155 -25.120424
-37.835127 -25.169715
-37.833160 -25.264713
-37.768329 -25.351513
-37.771303 -25.448149
-37.733302 -25.490692
-37.466830 -25.492197
-37.401968 -25.589215
-37.268711 -25.586518
-37.197672 -25.678458
-36.454991 -25.682566
-36.387687 -25.779587
-35.651219 -25.783572
-35.576644 -25.687319
-35.380521 -25.691808
-35.306958 -25.785407
-34.907215 -25.784183
-34.807868 -25.649056
-34.806902 -25.464311
-34.838651 -25.413263
-34.907792 -25.416234
-34.975123 -25.321005
-35.044263 -25.323974
-35.109077 -25.227091
-35.311428 -25.226021
-35.377539 -25.130684
-35.847585 -25.133279
-35.912412 -25.041387
-36.249198 -25.039562
-36.387540 -24.850612
-36.450451 -24.853712
-36.521464 -24.756670
-36.584455 -24.759657
-36.655483 -24.666057
-37.055160 -24.667288
-37.193021 -24.846160
-37.262158 -24.849217
-37.324332 -24.936967
-37.667276 -24.938479
-37.735610 -25.027857
-37.866592 -24.845805
-37.936932 -24.847071
-37.965558 -24.891013
-37.969037 -25.075744
>
-37.504236 -26.649819
-37.406286 -26.789350
-37.069421 -26.792901
-37.002096 -26.886595
-36.870045 -26.887328
-36.805141 -26.980896
-36.399180 -26.979683
-36.330844 -26.890292
-36.196367 -26.891025
-36.128007 -26.796410
-36.058869 -26.796784
-36.026510 -26.749522
-36.025510 -26.564777
-36.057382 -26.522166
-36.126499 -26.518458
-36.193851 -26.428217
-36.325793 -26.424054
-36.396933 -26.332123
-37.001421 -26.328791
-37.069851 -26.419952
-37.406626 -26.418069
-37.503730 -26.559946
-37.504236 -26.649819
>
-34.738724 -25.645974
-34.635800 -25.785601
-34.570455 -25.782496
-34.540563 -25.740324
-34.538382 -25.553807
-34.569046 -25.511321
-34.703513 -25.513954
-34.739486 -25.559538
-34.738724 -25.645974
>
-35.888584 -27.024894
-35.858057 -27.077606
-35.724771 -27.074879
-35.686312 -27.036091
-35.688221 -26.939539
-35.720060 -26.890153
-35.854555 -26.892874
-35.890625 -26.938451
-35.888584 -27.024894
>
40.186066 13.684929
40.451122 14.056055
40.850956 14.056845
40.912915 14.148772
41.047849 14.149608
41.184043 14.335210
41.253858 14.339089
41.321965 14.436058
41.990299 14.433489
42.054698 14.340687
42.187137 14.341530
42.224813 14.394319
42.224262 14.480750
42.292294 14.574507
42.289287 14.667699
42.351200 14.762972
42.348259 15.222343
42.417466 15.319442
42.416900 15.407650
42.516605 15.547274
42.585201 15.551048
42.653320 15.641365
42.850653 15.642640
42.918734 15.738071
42.981221 15.741809
43.118567 15.922460
43.181155 15.922868
43.249148 16.018190
43.452678 16.016191
43.552250 16.159163
43.548611 16.711852
43.476902 16.804592
43.473278 16.989325
43.407667 17.083883
43.407055 17.177090
43.341480 17.266539
43.338449 17.361397
43.274081 17.450854
43.270440 17.639031
43.308133 17.685050
43.478831 17.452197
43.475123 17.270749
43.545564 17.174668
43.544371 16.989792
43.607483 16.896997
43.611191 16.712265
43.682915 16.617749
43.682853 16.249902
43.789180 16.111622
44.384993 16.115593
44.456722 16.022863
45.186153 16.027806
45.255391 16.124823
45.726192 16.128061
45.794182 16.218410
46.060177 16.221924
46.129446 16.312285
46.190745 16.312713
46.259964 16.409852
46.324934 16.413640
46.392924 16.502329
46.462818 16.502819
46.524687 16.593133
46.661958 16.597433
46.722619 16.687740
46.864812 16.688746
47.225281 17.196476
47.222101 17.293109
47.290102 17.388473
47.282933 18.222552
47.350844 18.317916
47.347791 18.407773
47.385476 18.450372
47.450369 18.450837
47.485606 18.498641
47.484925 18.593514
47.516492 18.637847
47.578962 18.639963
47.646900 18.730331
47.717974 18.730844
47.784736 18.827982
47.849625 18.828451
47.949189 18.964713
47.946010 19.059680
48.182678 19.380144
48.243924 19.383924
48.313012 19.479418
48.377975 19.479893
48.445975 19.570159
48.578308 19.571130
48.646211 19.663175
48.779747 19.664159
48.848893 19.761326
48.982402 19.765758
49.044219 19.854318
49.177832 19.855310
49.246940 19.945704
49.315593 19.946216
49.377391 20.036557
49.446017 20.040403
49.515081 20.135909
49.580038 20.136396
49.645525 20.226656
49.851367 20.231649
49.913118 20.326994
50.177780 20.325665
50.246950 20.416070
50.442936 20.417562
50.510846 20.514626
50.918790 20.517756
50.980574 20.606446
51.050424 20.606985
51.149761 20.750182
51.146605 20.846704
51.276248 21.025801
51.282884 21.122398
51.412545 21.308275
51.409318 21.403129
51.540215 21.583797
51.539474 21.678782
51.607273 21.775968
51.604190 21.862379
51.673285 21.957799
51.672582 22.047673
51.740429 22.138084
51.737278 22.232938
51.798968 22.330078
51.805581 22.418344
52.168980 22.934818
52.233963 22.928554
52.301752 23.024081
52.364273 23.024576
52.433277 23.118337
52.504304 23.118901
52.566069 23.214271
52.635811 23.214826
52.697613 23.305199
52.831049 23.309709
52.967926 23.495564
53.232478 23.492580
53.301504 23.591460
53.633313 23.597589
53.702713 23.501496
54.307571 23.506439
54.369348 23.596828
54.437882 23.597392
54.499521 23.694447
54.633084 23.692217
54.732325 23.832025
54.735689 24.016813
54.797332 24.112315
54.795786 24.298729
54.730168 24.382955
54.726960 24.479586
54.492905 24.798065
54.423099 24.797490
54.326420 24.942458
54.323193 25.032312
54.292221 25.081164
54.221215 25.080581
54.123370 25.212099
54.121389 25.306963
54.089121 25.357583
54.020605 25.357022
53.889394 25.537378
53.818313 25.536798
53.714412 25.674939
53.713640 25.769813
53.647954 25.865937
53.650644 26.137267
53.578879 26.231564
53.576532 26.975809
53.638205 27.066190
53.637461 27.157732
53.706484 27.251506
53.703295 27.337917
53.764921 27.433410
53.770310 27.530000
53.831976 27.620383
53.835306 27.811949
53.903157 27.900716
53.902396 27.993924
>
46.229128 16.085784
46.267485 16.035281
46.401071 16.039549
46.431453 16.083869
46.428296 16.178725
46.397377 16.222614
46.263691 16.221677
46.226021 16.173975
46.229128 16.085784
>
45.830730 15.894922
45.864138 15.851048
46.060316 15.855744
46.098024 15.898446
46.093702 15.988295
46.063990 16.032083
45.860446 16.035779
45.830073 15.989796
45.830730 15.894922
>
41.290876 14.112125
41.315716 14.059731
41.519274 14.062671
41.556990 14.110347
41.556446 14.196889
41.521800 14.249220
41.319465 14.244510
41.287846 14.198540
41.290876 14.112125
>
54.070708 23.273963
54.101688 23.225000
54.304975 23.226667
54.336460 23.272699
54.335679 23.367684
54.303456 23.411415
54.105043 23.413231
54.067486 23.363706
54.070708 23.273963
>
53.404514 23.268545
53.435569 23.219579
53.566546 23.220640
53.668290 23.362229
53.569174 23.500412
53.500652 23.498190
53.401340 23.363399
53.404514 23.268545
>
46.496893 16.364074
46.593476 16.225659
46.725877 16.226593
46.764747 16.274417
46.659566 16.412659
46.527193 16.408282
46.496893 16.364074
>
46.998660 16.315071
47.030100 16.367844
47.027004 16.464367
46.996013 16.506586
46.998660 16.315071
>
18.225167 35.266648
18.468882 35.545296
18.690547 35.824001
18.890159 36.133092
19.155848 36.381387
19.400683 36.660073
19.710567 36.845862
20.021543 37.062109
20.221148 37.340689
20.375203 37.712457
20.530542 38.052015
20.795996 38.330818
21.040791 38.577458
21.306380 38.825730
21.505698 39.135013
21.727013 39.444263
21.926474 39.722895
22.169975 39.969574
22.480716 40.187605
22.947217 40.219765
23.302089 40.375217
23.612774 40.593302
23.857380 40.840048
24.078527 41.149377
24.321888 41.397803
24.744127 41.490921
25.143058 41.585645
25.654784 41.587617
26.166430 41.589629
26.633184 41.530505
27.078025 41.469546
27.544669 41.440928
28.012647 41.381906
28.457431 41.321152
28.924225 41.262079
29.435977 41.264345
29.947648 41.266650
30.392028 41.299238
30.812837 41.424958
31.212975 41.518389
31.523491 41.706294
31.833851 41.923100
31.987299 42.262924
32.141775 42.634975
32.295191 42.974695
32.449640 43.345088
32.670452 43.624155
32.913245 43.903451
33.178092 44.152314
33.376771 44.461847
33.531280 44.801714
33.796067 45.050491
34.038927 45.297610
34.460771 45.393018
34.926353 45.519238
35.371622 45.552168
35.881841 45.554928
36.347899 45.588038
36.814973 45.653294
37.213490 45.747082
37.569008 45.903422
37.879147 46.089962
38.143798 46.339025
38.386180 46.618412
38.606709 46.897791
38.760711 47.268224
38.958953 47.577926
39.223503 47.827034
39.465966 48.076020
39.776028 48.262651
39.974800 48.472395
>
39.974800 48.472395
40.041454 48.542351
40.283950 48.789590
40.548401 49.038752
40.746505 49.348509
40.966762 49.627968
41.164527 49.998732
41.317302 50.338778
41.471058 50.711053
41.623801 51.050995
41.732177 51.453544
41.840427 51.886537
41.904726 52.317585
41.945630 52.782372
41.898819 53.244822
41.741645 53.613467
41.605451 53.951694
41.759104 54.323868
42.068725 54.510719
42.310912 54.759703
42.330014 55.192134
42.128416 55.467268
41.926550 55.774516
41.769422 56.144828
41.810400 56.607840
42.030170 56.917780
42.339661 57.104645
42.648925 57.323633
42.735267 57.724284
42.799434 58.157012
42.796012 58.682519
42.792799 59.175918
42.811337 59.699902
>
-39.932104 55.502671
-39.975867 55.516492
-40.352565 55.703560
-40.683853 55.920922
-40.881819 56.230799
-41.012491 56.572371
-41.077176 56.942310
-41.162411 57.344599
-41.294445 57.654077
-41.379667 58.054703
-41.444306 58.426313
-41.598063 58.766378
-41.728736 59.106301
-41.792146 59.478019
-41.946055 59.787540
>
11.823482 27.784495
12.030036 27.939183
12.296314 28.187088
12.608000 28.372542
12.830036 28.711929
12.962621 29.144469
13.006933 29.607389
12.938939 29.976878
12.916105 30.378564
12.848062 30.780161
12.825177 31.212399
12.869623 31.644880
12.912721 32.107688
13.112596 32.477706
13.356629 32.756163
13.668069 32.941558
13.979556 33.096526
14.312985 33.251557
14.646479 33.406493
14.957779 33.624167
15.245896 33.809695
15.513102 34.056068
15.601410 34.458009
15.688504 34.860060
15.910237 35.169112
16.133075 35.508727
16.354764 35.817795
16.531100 36.189527
16.686442 36.620428
16.662199 37.022212
16.661107 37.454496
16.705181 37.917447
16.747967 38.380285
16.592013 38.688414
16.412854 38.996600
16.145881 39.273911
15.833772 39.520684
15.499747 39.735201
15.187758 39.949786
14.875785 40.166052
14.608924 40.443427
14.296917 40.658054
14.028900 40.935560
13.784100 41.182574
13.517375 41.397222
13.316504 41.705448
13.137580 42.013614
12.936687 42.352293
12.802867 42.692776
12.669143 43.031484
12.646451 43.431623
12.622420 43.863868
12.710770 44.265776
12.932323 44.574733
13.199094 44.822795
13.331265 45.285906
13.197487 45.624604
12.996820 45.902290
12.928928 46.303897
12.973122 46.766830
13.238685 47.013224
13.460121 47.322201
13.681536 47.631185
13.814815 48.094310
13.503192 48.310644
13.058901 48.433515
12.569460 48.554551
12.125146 48.708037
11.680908 48.831001
11.258539 48.984473
10.881560 49.014392
10.481498 48.983190
10.170728 48.797941
9.993172 48.428146
9.949980 47.965234
9.527865 47.932390
9.173034 47.809786
8.995398 47.438353
8.952129 46.975448
8.907574 46.512542
8.797231 46.019106
8.374986 45.986337
7.930708 46.048447
7.464481 46.078455
6.998226 46.138937
6.532009 46.170677
6.086511 46.200803
5.665516 46.200427
5.198111 46.230594
4.821070 46.169202
4.487972 46.045201
4.220863 45.767051
4.044171 45.397420
3.777000 45.149729
3.354674 45.118948
2.932410 45.118747
2.466140 45.149108
2.043799 45.148964
1.621544 45.118293
1.288333 44.994454
0.955113 44.840190
0.643880 44.655281
0.310628 44.501050
-0.044559 44.377277
-0.377839 44.253523
-0.689141 44.038236
-1.022371 43.914513
-1.355699 43.760367
-1.711037 43.636684
-2.000400 43.451895
-2.355698 43.297806
-2.689076 43.174168
-3.067581 43.081120
-3.490055 43.081331
-3.956439 43.112036
-4.422797 43.175104
-4.912328 43.266997
-5.245700 43.112936
-5.512111 42.867401
-5.690709 42.496257
-5.935159 42.157396
-6.157758 41.849076
-6.491231 41.695189
-6.957667 41.756659
-7.402164 41.819804
-7.847701 41.944085
-8.157622 42.159772
-8.535902 42.345122
-8.912959 42.532047
-9.357255 42.686981
-9.824840 42.718103
-10.202224 42.656016
-10.580862 42.565067
-10.958263 42.502912
-11.336920 42.412007
-11.736342 42.350046
-12.136686 42.443984
-12.447644 42.659876
-12.647340 42.968781
-12.779744 43.309781
-12.912139 43.649117
-13.000537 44.018810
-13.132902 44.359818
-13.265257 44.699162
-13.532093 44.945570
-13.842820 45.193637
-14.286807 45.318351
-14.709138 45.319281
-15.153315 45.350840
-15.575716 45.321273
-15.996767 45.322283
-16.375417 45.230000
-16.797673 45.231063
-17.220090 45.201602
-17.642428 45.202719
-18.152337 45.297430
-18.574154 45.452814
-18.840761 45.699438
-19.106056 45.978176
-19.349344 46.226420
-19.548608 46.535536
-19.815130 46.783866
-20.080264 47.060978
-20.323556 47.309258
-20.589921 47.588173
-20.789102 47.866774
-21.032239 48.145522
-21.297366 48.392243
-21.740976 48.548013
-22.074476 48.394803
-22.452925 48.335088
-22.853400 48.243141
-23.251948 48.337862
-23.562264 48.554281
-23.872553 48.772380
-24.137517 49.049657
-24.403877 49.267621
-24.580634 49.607362
-24.845643 49.855893
-25.044458 50.165177
-25.243335 50.474467
-25.440914 50.783759
-25.707041 51.032330
-25.949859 51.309595
-26.281835 51.527895
-26.659147 51.714288
-26.791788 51.775822
-27.191218 51.901229
-27.345049 52.149404
-27.587750 52.428396
-28.030990 52.554039
-28.409184 52.492888
-28.764747 52.309669
-29.009565 52.093760
-29.277699 51.849188
-29.633184 51.696458
-30.032713 51.789819
-30.275454 52.038468
-30.474169 52.317366
-30.672503 52.657374
-30.871182 52.936394
-31.135595 53.215621
-31.445421 53.432413
-31.888669 53.527763
-32.331684 53.684248
-32.707273 53.901424
-33.084180 54.089741
-33.393901 54.306625
-33.725568 54.523636
-34.035239 54.742217
-34.366862 54.959261
-34.676330 55.208426
-35.052080 55.364630
-35.428845 55.551527
-35.894022 55.616712
-36.315790 55.586808
-36.692761 55.527905
-37.071038 55.436810
-37.426339 55.315053
-37.716622 55.070838
-38.071778 54.979668
-38.448898 54.890312
-38.892319 54.923473
-39.223583 55.172870
-39.533052 55.390044
-39.932104 55.502671
>
2.593154 4.290642
2.481337 4.566891
2.303134 4.844786
2.145839 5.216011
1.966452 5.524466
1.766248 5.802479
1.564847 6.110939
1.430883 6.449970
1.295807 6.789003
1.161951 7.127929
1.072263 7.529744
1.005925 7.868795
0.870814 8.239944
0.714890 8.578988
0.647373 8.918043
0.513591 9.289311
0.379826 9.628253
0.290221 9.997862
0.156481 10.369137
0.022675 10.708087
-0.112243 11.047150
-0.200595 11.418433
-0.335486 11.757501
-0.401711 12.096568
-0.535451 12.467747
-0.558648 12.867804
-0.624844 13.269642
-0.580677 13.732462
-0.535311 14.195171
-0.401557 14.627434
-0.178390 14.935937
0.088870 15.214008
0.379495 15.398770
0.646716 15.646312
0.959316 15.861654
1.294008 15.985472
1.584477 16.200838
1.897011 16.448331
2.164213 16.695935
2.476726 16.880908
2.767118 17.096216
3.079594 17.282884
3.414175 17.405143
3.726601 17.622282
3.904138 17.991890
4.037445 18.424245
4.082456 18.887099
4.126336 19.349953
4.327010 19.721253
4.505661 20.090990
4.638886 20.523358
4.682716 20.986217
4.727665 21.448965
4.838808 21.942426
4.994023 22.405258
5.216676 22.714057
5.439307 23.024418
5.685246 23.270482
6.041436 23.425001
6.419767 23.488127
6.799345 23.580051
7.177660 23.643109
7.557139 23.735076
7.891309 23.859229
8.157907 24.107077
8.358486 24.322633
8.626212 24.600942
8.848701 24.909753
9.025675 25.279612
9.225973 25.651175
9.515804 25.836341
9.782215 26.114695
10.094150 26.300031
10.338460 26.578374
10.606139 26.826323
10.917937 27.011586
11.184322 27.290109
11.428605 27.536275
11.740343 27.723354
11.823482 27.784495
>
-8.749851 -2.278103
-8.794961 -1.969535
-8.860807 -1.567620
-8.995520 -1.228378
-9.151163 -0.889217
-9.150608 -0.487389
-9.038272 -0.148483
-8.814204 0.159724
-8.544777 0.437330
-8.276538 0.684508
-8.030466 0.930057
-7.806444 1.270516
-7.537060 1.515945
-7.268982 1.763164
-7.022953 2.040969
-6.753630 2.286430
-6.440156 2.503085
-6.060510 2.563829
-5.679874 2.378631
-5.434365 2.131018
-5.300745 1.791849
-5.167112 1.452684
-4.965803 1.144020
-4.808764 0.835396
>
