127 0 0 1 2 0
 0.00000000000000e+00  0.00000000000000e+00  0.00000000000000e+00  0.00000000000000e+00
 6.28843200344104e+00  0.00000000000000e+00 -5.39720007226313e+00  0.00000000000000e+00
 4.54536635479478e+00 -5.59596934611997e+00 -1.33961598163294e+00 -4.52172923822810e+00
-1.71096559111061e+00  0.00000000000000e+00 -2.04842196383879e+00  0.00000000000000e+00
 2.29861097470543e+00 -1.52149727583532e+00 -3.97887395211628e+00 -1.43323437468878e+00
 1.29211328102118e+00 -4.81219040169794e+00  2.41937160606676e-01 -1.71813864660440e+00
-9.98101410093752e-01  0.00000000000000e+00  6.21235281948950e-01  0.00000000000000e+00
-4.74270739861535e-01  1.44718727811400e+00 -1.29902784337335e+00  6.08271765210569e-01
-1.18456998884097e+00  9.32214525230855e-01 -1.16016271366241e+00 -8.33281076932843e-01
 1.21129326799465e+00 -9.66221442930638e-01  4.28850246894181e-01 -9.02489938422410e-01
 1.93256752823630e-01  0.00000000000000e+00  1.36925822185293e+00  0.00000000000000e+00
 1.29194016588366e+00  2.61319564297910e-01 -1.38218408369533e-01 -4.63772054297260e-01
 9.02727287128515e-01  8.52820276675051e-01 -2.33217686742108e-02  2.77728175207289e-01
-1.89143831472748e+00 -2.31009966677184e-01  4.84202556150089e-01 -1.17925731325513e+00
-3.30292514459551e-01  2.70573411732848e+00  2.81111986446375e-01 -1.91144429749309e-01
-1.03955662959815e+00  0.00000000000000e+00  3.43973094668900e-03  0.00000000000000e+00
-1.06003748521159e-01 -2.76762576547786e-01  1.39474430605015e+00  5.46771229630659e-02
 8.35907297318868e-01 -1.81828613699369e-01 -6.30019564049357e-01 -5.25168637080544e-01
 1.27692242522817e+00 -7.05260091025574e-01  2.29875313124001e-01  1.51210078846240e+00
-2.88826069861279e-01 -1.57754501207573e+00  2.72070828057446e-01  2.13907376502109e-02
-1.53816964519920e+00  2.14860138948308e-01 -4.98427918632266e-01  8.01622139911224e-01
 3.36082589954702e-01  0.00000000000000e+00 -5.77076421259007e-01  0.00000000000000e+00
-2.23086732574443e-01  6.28345687626981e-01 -2.87515361352350e-01  1.07735073836323e-01
-1.00637450978285e-01 -1.07313913945656e-02  3.00949549268535e-02 -1.64414961744241e-01
 5.60619180827144e-02 -5.14087658029711e-02 -1.21704314291363e-01 -5.02217446800817e-01
 1.91234437538659e-01 -6.00872772620521e-02 -7.93775380641216e-02  6.43405276685201e-01
-1.82899192815644e-01  1.45395730620801e-01  7.06159287494964e-02  3.95116389652752e-01
-3.68446612276571e-01 -1.15335613393531e+00  4.71378044321626e-02  6.62646039800835e-01
 1.32400391978008e-02  0.00000000000000e+00  8.13770045140250e-01  0.00000000000000e+00
-2.05033129857118e-01  6.32071493492547e-02 -3.74759909780501e-01 -3.09504784522656e-02
 3.43492449045636e-01  3.48066992049244e-01 -8.76757345780615e-02  2.97552839703910e-01
 2.47689945476965e-01  3.84163774962627e-02 -5.11054614682424e-01 -4.28588135753604e-01
-4.27110439655705e-02  2.21152327718299e-02  5.72548973714987e-01 -1.73804104875135e-02
-3.10072496174288e-01  2.33487605571958e-01 -7.42235781593255e-02 -1.05893234597244e-02
 1.79528664532850e-01  1.03276011776244e+00 -1.11105416277676e-01 -6.77856111736506e-02
 9.22508350257475e-01 -3.45467126619025e-01  2.37900017279178e-01 -3.80634996301608e-01
-1.37570017039473e-01  0.00000000000000e+00 -4.33350274386963e-01  0.00000000000000e+00
-3.64342164972518e-01 -4.42210891772823e-01  6.04998942412410e-01  2.55473430213403e-01
-6.29910876456852e-01  1.54414821178240e-01  1.59607187607055e-01  1.15645714219717e-01
 1.09154713690103e-01  2.37788814669198e-01 -4.18768595377707e-01  2.33259216165021e-01
